name,rating,region_africa_arabia,region_caribbean,region_central_america,region_hawaii,region_asia_pacific,region_south_america,agtron,aroma,acid,body,flavor,aftertaste,desc_1,roast_Dark,roast_Light,roast_Medium,roast_Medium-Dark,roast_Medium-Light,cluster
Kona Classic Black Rock Farm,94,0,0,0,1,0,0,0.7647058823529411,9.0,9.0,9.0,9.0,8.0,"Deep-toned, chocolaty and rich. Dark chocolate, strawberry guava, hazelnut butter, sandalwood, ginger blossom in aroma and cup. Sweet-toned structure with round, engaging acidity; full, syrupy mouthfeel. Crisply sweet, long finish with notes of dark chocolate, hazelnut and sandalwood.",0,0,1,0,0,0
Kenya Nyeri Gatomboya,94,1,0,0,0,0,0,0.7402597402597403,9.0,9.0,9.0,9.0,8.0,"Richly sweet, deeply savory. Wisteria, red currant, lime zest, tamarind, sandalwood in aroma and cup. Balanced structure with lively acidity; plush, syrupy-smooth mouthfeel. The bright finish leads with wisteria and red currant in the short; lime grapefruit zest and sandalwood carry the long.",0,0,0,0,1,0
Ka’u Giant Maragogipe,94,0,0,0,1,0,0,0.7941176470588235,9.0,9.0,9.0,9.0,8.0,"Deep-toned, sweet-savory. Nectarine, narcissus, hop flowers, sandalwood, honey in aroma and cup. Richly sweet structure with gentle, round but engaging acidity; plush, syrupy mouthfeel. The richly bittersweet finish centers on honey and hop flowers in the short with nectarine returning in the long. ",0,0,0,0,1,0
Peaberry Medium Roast,92,0,0,0,1,0,0,0.7647058823529411,9.0,8.0,8.0,9.0,8.0,"Rich-toned, chocolaty and floral. Baking chocolate, magnolia, agave syrup, hazelnut butter, cedar in aroma and cup. Sweet structure with gentle, round acidity; full, velvety mouthfeel. Finish consolidates to notes of baking chocolate and magnolia in the short, cedar and hazelnut in the crisp long.",0,0,1,0,0,0
Typica Natural,92,0,0,0,1,0,0,0.7647058823529411,9.0,8.0,8.0,9.0,8.0,"Deeply sweet, pleasantly herb-toned. Baking chocolate, spearmint, maple syrup, freesia, hazelnut in aroma and cup. Richly bittersweet structure with brisk acidity; crisp, lightly syrupy mouthfeel. The resonant, nut-toned finish centers around notes of baking chocolate and hazelnut.",0,0,1,0,0,0
Ethiopia Washed Yirgacheffe Nafasha Lot,94,1,0,0,0,0,0,0.7142857142857143,9.0,9.0,9.0,9.0,8.0,"Crisp, citrusy, deeply sweet. Lemon verbena, cacao nib, agave syrup, cedar, freesia-like flowers in aroma and cup. Sweet-tart structure with high-toned, lively acidity; full, viscous mouthfeel. The finish consolidates to notes of citrus-toned cocoa and freesia.",0,0,0,0,1,0
Hawai’i Ka’u Typica Anaerobic Washed,93,0,0,0,1,0,0,0.7837837837837838,9.0,8.0,9.0,9.0,8.0,"Rich-toned, sweet-savory. Lychee, hop flowers, honey, cedar, cocoa nib in aroma and cup. Sweet-savory structure with crisp, juicy acidity; full, syrupy mouthfeel. Very sweet finish with notes of bittersweet florals akin to hops.",0,0,0,0,1,0
Kenya Kiambu Uklili AA,95,1,0,0,0,0,0,0.7647058823529411,9.0,9.0,9.0,9.0,9.0,"High-toned, richly savory-sweet. Red currant, hop flowers, dark chocolate, oak, maple syrup in aroma and cup. Rich, savory-sweet structure with vibrant, juicy acidity; plush, syrupy mouthfeel. Resoundingly long, flavor-saturated finish.",0,0,1,0,0,0
Nano Genji #7,95,1,0,0,0,0,0,0.7435897435897436,9.0,9.0,9.0,9.0,9.0,"Richly sweet, floral- and fruit-toned. Apricot, star jasmine, almond nougat, lemon balm, sandalwood in aroma and cup. Sweetly tart structure with delicately bright acidity; plush, syrupy mouthfeel. Long, lingering, flavor-laden finish.",0,0,0,0,1,0
Rwanda Natural Rutsiro Bugoyi 60-hour Fermentation,93,1,0,0,0,0,0,0.7468354430379747,9.0,8.0,9.0,9.0,8.0,"Richly sweet-savory. Grape candy, cocoa nib, lemon verbena, gardenia, a hint of yogurt in aroma and cup. Sweet-savory structure with brisk acidity; full, creamy mouthfeel. Quiet, fruity finish with undertones of sweet herbs.",0,0,0,0,1,0
Gesha Village 1931 Lot 27,94,1,0,0,0,0,0,0.7692307692307693,9.0,9.0,9.0,9.0,8.0,"Richly sweet-savory, deeply floral-toned. Honeysuckle, bergamot, toffee, myrrh, a hint of fresh coriander in aroma and cup. Balanced, structure (sweet-savory) with citrusy acidity; plump, satiny mouthfeel. The finish consolidates around notes of honeysuckle and myrrh with a hint of toffee in the long.",0,0,0,0,1,0
Kenya Lenana AA Plus,92,1,0,0,0,0,0,0.7567567567567568,8.0,8.0,9.0,9.0,8.0,"Crisply sweet-tart, deeply aromatic. Cocoa powder, date, hazelnut, hop flowers, molasses in aroma and cup. Richly bittersweet structure with brisk acidity; viscous, creamy mouthfeel. The finish consolidates to cocoa-toned hazelnut and molasses.",0,0,0,0,1,0
Geisha XO,96,0,0,0,0,0,1,0.8709677419354839,9.0,9.0,9.0,10.0,9.0,"Rich-toned, deeply chocolaty and fruity with savory undertones. Chocolate fudge, ripe wild strawberry, honey, macadamia nut, fine Roquefort cheese. Sweet-savory in structure enlivened by bright, juicy acidity; full, syrupy mouthfeel. Savory-sweet finish with notes of fine Roquefort, strawberry, and chocolate fudge.",0,0,1,0,0,0
Bolivia Apolo Latin America Microlot,90,0,0,0,0,0,1,0.6493506493506493,8.0,8.0,9.0,8.0,7.0,"Deep-toned, crisply chocolaty. Baking chocolate, cashew, orange zest, cedar, date in aroma and cup. Sweet structure with gentle acidity; full, creamy mouthfeel. The lightly drying finish leads with notes of baking chocolate and cedar.",0,0,0,0,1,0
Ethiopia Natural Guji Kercha Lot Riverside,94,1,0,0,0,0,0,0.7435897435897436,9.0,9.0,9.0,9.0,8.0,"Delicate, sweetly fruit-toned, complex. Dried persimmon, nougat, lilac, dark chocolate, a hint of spearmint in aroma and cup. Sweetly tart structure with wine-like acidity; satiny, viscous mouthfeel. The chocolaty finish is supported by notes of persimmon and nougat.",0,0,0,0,1,0
Flowery Nekisse,95,1,0,0,0,0,0,0.75,9.0,9.0,9.0,9.0,9.0,"Rich-toned, resonantly floral. Wisteria, myrrh, almond nougat, lemon curd, dried cherry in aroma and cup. Sweetly tart structure with zesty, bright acidity; full, syrupy mouthfeel. The finish leads with tart lemon curd and cherry notes, followed by deep wisteria with an undercurrent of almond.",0,0,0,0,1,0
Panama Baru Geisha Black,94,0,0,1,0,0,0,0.7027027027027027,9.0,9.0,9.0,9.0,8.0,"Richly sweet-savory. Passionfruit, dark chocolate, hop flowers, almond butter, wine barrel in aroma and cup. Deep sweet-savory structure with wine-like acidity; very full, syrupy mouthfeel. Crisp, richly fruit-toned finish with a throughline of dark chocolate.",0,0,0,0,1,0
Ethiopia FTO,92,1,0,0,0,0,0,0.75,9.0,8.0,8.0,9.0,8.0,"Crisp, delicately sweet-toned. Bergamot, Fig Newton, baking chocolate, magnolia, cedar in aroma and cup. Sweet structure with gentle, round acidity; velvety-smooth mouthfeel. A crisp finish consolidates to notes of baking chocolate, dried fig, and cedar.",0,0,0,0,1,0
Rwanda Triple-Washed,92,1,0,0,0,0,0,0.7631578947368421,9.0,8.0,8.0,9.0,8.0,"Balanced, sweet-toned, floral. Tea rose, cocoa nib, pear, almond, oak in aroma and cup. Sweet structure with balanced, poised acidity; satiny-smooth mouthfeel. The floral-toned finish that leads with notes of tea rose and almond with hints of pear.",0,0,0,0,1,0
Panama Cantar Dorado Ruisenor,93,0,0,1,0,0,0,0.775,9.0,8.0,9.0,9.0,8.0,"Richly sweet, elegantly tart. Wisteria, pomegranate, fresh-cut fir, marjoram, orange zest in aroma and cup. Sweet structure with balanced acidity; lively, silky mouthfeel. The finish consolidates to suggestions of fir, marjoram and orange zest.",0,1,0,0,0,0
Ethiopia Anaerobic Natural,94,1,0,0,0,0,0,0.7662337662337663,9.0,9.0,9.0,9.0,8.0,"Deep-toned, sweetly savory. Concord grape, hop flowers, grapefruit",0,0,0,0,1,0
Ethiopia Kayon Mountain Washed,94,1,0,0,0,0,0,0.7692307692307693,9.0,9.0,9.0,9.0,8.0,"High-toned, elegant, balanced. Apricot, almond butter, bergamot, cedar, cocoa nib in aroma and cup. Delicately sweet structure with juicy-bright acidity; very syrupy, lively mouthfeel. Cocoa-toned finish supported by notes of apricot and almond.",0,0,0,0,1,0
Kenya Gatomboya,94,1,0,0,0,0,0,0.7368421052631579,9.0,9.0,9.0,9.0,8.0,"Rich-toned, enigmatic, complex. Red currant, star jasmine, pomegranate, dark chocolate, cedar in aroma and cup. Sweet-tart structure with juicy, high-toned acidity; full, syrupy-smooth mouthfeel. The flavor-saturated finish consolidates to notes of red currant and dark chocolate with hints of cedar.",0,0,0,0,1,0
Guatemala Huehuetenango Miralvalle Washed,92,0,0,1,0,0,0,0.765625,9.0,8.0,8.0,9.0,8.0,"Crisp, sweetly pungent, deep. Dark chocolate, apricot, fresh-cut cedar, narcissus-like flowers, hazelnut in aroma and cup. Brisk but sweet in structure; delicate, silky mouthfeel. Long, flavor-saturated finish consolidates around apricot and flowers. ",0,0,1,0,0,0
Ethiopia Guji Laayyoo Natural,94,1,0,0,0,0,0,0.7804878048780488,9.0,9.0,9.0,9.0,8.0,"Richly sweet-tart, brightly fruit-forward. Pomegranate, cocoa nib, butterscotch, hazelnut, passionflower in aroma in cup. Sweet-savory in structure with citrusy acidity; crisply smooth mouthfeel. Quiet, cocoa-toned finish with sweet hazelnut undertones.",0,1,0,0,0,0
Gatugi Triple,95,1,0,0,0,0,0,0.6744186046511628,9.0,9.0,9.0,9.0,9.0,"Bright, crisply sweet-savory. Black currant, honeysuckle, ripe tomato, spearmint, cedar in aroma and cup. Equal parts sweet, savory and tart in structure with lively acidity; plush, syrupy mouthfeel. Notes of black currant and honeysuckle carry the resonant, flavor-saturated finish.",0,1,0,0,0,0
Finca Santa Isabel,94,0,0,1,0,0,0,0.7631578947368421,9.0,9.0,9.0,9.0,8.0,"Delicate, deeply aromatic. Bergamot, nectarine, hazelnut, narcissus, cedar in aroma and cup. Sweetly savory with bright, juicy acidity; plush, syrupy mouthfeel. The resonant finish centers around notes of bergamot, narcissus and cedar. ",0,0,0,0,1,0
Gelena Geisha,94,1,0,0,0,0,0,0.7692307692307693,9.0,8.0,9.0,9.0,9.0,"Deeply sweet, slightly fermenty. Dark chocolate, orange zest, whiskey barrel, almond butter, magnolia in aroma and cup. Bittersweet structure with round acidity; viscous, buoyant mouthfeel. Long, flavor-saturated, balanced finish.",0,0,0,0,1,0
Ethiopia Gera Limmu Oromia,94,1,0,0,0,0,0,0.7073170731707317,9.0,9.0,8.0,9.0,8.0,"Delicate, intricate, richly sweet. Dried jasmine, mango chutney, myrrh, baker’s chocolate, bergamot in aroma and cup. Sweetly tart structure with lively acidity; delicate, satiny mouthfeel. Tart-leaning, rich-toned finish, characterized by notes of mango chutney and baker’s chocolate.",0,0,0,0,1,0
El Salvador Finca Nombre de Dios Honey,92,0,0,1,0,0,0,0.6756756756756757,9.0,8.0,8.0,9.0,8.0,"Rich-toned, sweetly savory. Dark chocolate, honeysuckle, apricot, pink grapefruit zest, cedar in aroma and cup. Savory-sweet in structure with gentle, rounded acidity; full, satiny mouthfeel. The finish resonates with notes of chocolate-toned apricot and cedar.",0,0,0,0,1,0
Phu-Long-Kong,93,1,0,0,0,0,0,0.8,9.0,8.0,9.0,9.0,8.0,"High-toned, spice-driven, deeply sweet. Almond nougat, freesia-like flowers, dried apricot, cedar, thyme in aroma and cup. Balanced, sweet-savory structure with gentle acidity; plush, satiny-smooth mouthfeel. The finish leads with notes of almond nougat and undertones of rich aromatic wood.",0,1,0,0,0,0
Guatemala Acatenango Gesha Lot #209,93,0,0,1,0,0,0,0.6976744186046512,9.0,8.0,9.0,9.0,8.0,"Crisp, elegantly sweet-savory. Baker’s chocolate, lemon blossom, fine musk, dried peach, almond in aroma and cup. Balanced, sweetly tart in structure; delicate, satiny mouthfeel. The richly drying finish consolidates to chocolate-toned stone fruit, with a hint of fine musk.",0,1,0,0,0,0
Ethiopia Yirgacheffe Cleopatra Natural,94,1,0,0,0,0,0,0.7368421052631579,9.0,9.0,9.0,9.0,8.0,"Richly sweet-savory, spice- and floral-toned. Dried apricot, tangerine zest, narcissus-like flowers, brown sugar, a hint of thyme in aroma and cup. In structure, sweetly tart and juicy with a savory depth; syrupy-smooth mouthfeel. Spicy florals carry the quietly flavor-saturated finish. ",0,0,0,0,1,0
Ethiopia “Ear Candy” Uraga Guji,92,1,0,0,0,0,0,0.8108108108108109,9.0,8.0,8.0,9.0,8.0,"High-toned, crisply sweet-tart. Dried apricot, dark chocolate, rhododendron, cedar, almond in aroma and cup. Sweetly tart with pert acidity; velvety mouthfeel. The fruit-toned finish supported by notes of cedar and dark chocolate.",0,0,0,0,1,0
Thailand Pink Valley Natural,93,0,0,0,0,1,0,0.75,9.0,9.0,8.0,9.0,8.0,"Deep-toned, very sweet. Raspberry, strawberry, grape, fresh-cut fir, agave syrup in aroma and cup. Richly sweet structure with gentle, round acidity; velvety-smooth mouthfeel. Aromatic wood-framed finish with undertones of berry mélange.",0,0,0,0,1,0
Kona Pointu Laurina,93,0,0,0,1,0,0,0.7058823529411765,9.0,8.0,9.0,9.0,8.0,"Complex, sweetly pungent. Nectarine, magnolia, musk, cashew butter, maple syrup in aroma and cup. Briskly sweet structure with savory undertones; satiny-smooth mouthfeel. Crisply sweet-savory finish. ",0,0,1,0,0,0
Minas Gerais Isaias Ferreira No. 2,91,0,0,0,0,0,1,0.7714285714285715,8.0,8.0,8.0,9.0,8.0,"Delicate, chocolate-toned. Dark chocolate, hazelnut, raisin, hints of lily and oak in aroma and cup. Balanced, sweet-toned structure; satiny-smooth mouthfeel. The long finish is quietly flavor-saturated.",0,0,0,0,1,0
Hunkute by Nordic Approach,94,1,0,0,0,0,0,0.7272727272727273,9.0,9.0,9.0,9.0,8.0,"High-toned, floral-driven. Star jasmine, bergamot, red plum, cocoa nib, sandalwood in aroma and cup. Sweetly tart with vibrant, juicy acidity; delicate, silky-smooth mouthfeel. In the finish, star jasmine and cocoa nib give way to bergamot and sandalwood.",0,1,0,0,0,0
Ethiopia Bench Maji Gesha Special Natural Lot 03,95,1,0,0,0,0,0,0.7901234567901234,9.0,9.0,9.0,9.0,9.0,"Richly sweet, cocoa-driven and crisply fruity. Concord grape, dark chocolate, plumeria, marjoram, sandalwood in aroma and cup. Sweet-toned structure with bright, juicy acidity; plush, syrupy mouthfeel. The resonant, flavor-saturated finish leads with fruit and chocolate suggestions. ",0,1,0,0,0,0
La Joya,93,0,0,1,0,0,0,0.7837837837837838,9.0,8.0,9.0,9.0,8.0,"Delicate, cleanly fruit-toned. Raspberry, cocoa nib, vanilla bean, magnolia, cedar in aroma and cup. Richly sweet with balanced acidity; lightly syrupy mouthfeel. The finish consolidates to cocoa nib and vanilla bean with undertones of raspberry. ",0,0,0,0,1,0
Ethiopia Hateso Guji Washed,94,1,0,0,0,0,0,0.7564102564102564,9.0,9.0,9.0,9.0,8.0,"Complex, nuanced, deep. White nectarine, lavender, dark chocolate, maple syrup, tangerine zest in aroma and cup. Richly sweet structure with crisply bright acidity; very full, syrupy mouthfeel. Cocoa-toned finish supported by notes of white nectarine and maple syrup.",0,0,0,0,1,0
Brazil Chapada Diamantina Fazenda Floresta,92,0,0,0,0,0,1,0.725,8.0,8.0,9.0,9.0,8.0,"Crisp, delicately sweet. Baker’s chocolate, violet-like flowers, papaya, macadamia nut, molasses in aroma and cup. Balanced, bittersweet structure; impressively buoyant, velvety mouthfeel. The resonant, flavor-saturated finish consolidates around notes of violet and papaya with a throughline of molasses-like sweetness.",0,0,0,0,1,0
Panama Mama Cata Typica,92,0,0,1,0,0,0,0.775,9.0,8.0,8.0,9.0,8.0,"Crisply sweet, deeply nut-toned. Dried apricot, saltwater taffy, cocoa powder, cashew, maple syrup in aroma and cup. Sweet-savory structure with brisk acidity; delicate, silky mouthfeel. Cocoa powder and cashew lead in the quiet finish.",0,1,0,0,0,0
Mandheling Onan Ganjang,94,0,0,0,0,1,0,0.7142857142857143,9.0,9.0,9.0,9.0,8.0,"Deeply sweet, richly earth-toned. Dark chocolate, candy cap mushroom, gardenia, black cherry, grapefruit zest in aroma and cup. Balanced, sweet-savory-tart structure with vibrant acidity; full, syrupy mouthfeel. The crisp, flavor-saturated finish centers around sweet fruit and floral notes and an intriguing savory inclination.",0,0,0,0,1,0
FTO Ethiopian,92,1,0,0,0,0,0,0.7428571428571429,9.0,8.0,8.0,9.0,8.0,"Deep-toned, sweet, chocolaty. Baking chocolate, golden raisin, molasses, baking spices, fresh-cut cedar in aroma and cup. Sweet structure with gentle, round acidity; very full, velvety mouthfeel. Crisply sweet, chocolaty finish.",0,0,0,0,1,0
Ethiopia Gogogu Bekaka #4,93,1,0,0,0,0,0,0.717948717948718,9.0,9.0,8.0,9.0,8.0,"Bright, richly floral-toned. Wisteria, cocoa nib, tangerine zest, almond nougat, sandalwood in aroma and cup. Sweet-tart structure with bright, juicy acidity; full, satiny mouthfeel. The satisfying finish leads with notes of wisteria and tangerine, rounding to almond nougat and sandalwood in the long.",0,0,0,0,1,0
Ethiopia Natural Yirgacheffe Adado Shara,93,1,0,0,0,0,0,0.717948717948718,9.0,9.0,9.0,9.0,7.0,"Crisply sweet, delicate yet opulent. Cocoa powder, lilac-like flowers, roasted cashew, blueberry, sandalwood in aroma and cup. Sweetly and gently tart in structure; vibrant. In mouthfeel soft, lightly plush. Lilac and cocoa in particular carry into a rich though rather dry and woody finish.",0,0,0,0,1,0
Karen J Kona Red Bourbon Natural Anaerobic,95,0,0,0,1,0,0,0.7368421052631579,9.0,9.0,9.0,9.0,9.0,"Rich-toned, deeply floral. Wisteria, cocoa nib, apricot, maple syrup, pink grapefruit zest in aroma and cup. Balanced, sweet structure with juicy but elegant acidity; plush, satiny mouthfeel. The finish is all flowers supported by deep cocoa notes.",0,0,0,0,1,0
Tano Batak Sumatra,94,0,0,0,0,1,0,0.7733333333333333,9.0,9.0,9.0,9.0,8.0,"Rich-toned, deeply and sweetly earthy. Chocolate fudge, white sage, blackberry, perique pipe tobacco, plumeria-like flowers in aroma and cup. Balanced, sweet-savory structure with vibrant, juicy acidity; delicate, satiny mouthfeel. The resonant, flavor-saturated finish displays notes of blackberry and tobacco in the short, plumeria and sage in the long, and deep chocolate throughout. ",0,0,0,0,1,0
Burundi Buhorwa,93,1,0,0,0,0,0,0.7777777777777778,9.0,8.0,9.0,9.0,8.0,"Balanced, richly sweet-tart. Lychee, orange zest, amber oil, cocoa nib, narcissus-like flowers in aroma and cup. Sweet-toned structure with poised acidity; syrupy-smooth mouthfeel. The floral-toned finish centers around amber and orange zest suggestions.",0,1,0,0,0,0
Kiniyota Burundi,92,1,0,0,0,0,0,0.6363636363636364,9.0,9.0,8.0,9.0,7.0,"High-toned, spice-forward, richly sweet. Nougat, lavender, dried apricot, cedar, a hint of cumin in aroma and cup. Balanced, sweetly tart structure with vibrant, juicy acidity; crisp, satiny mouthfeel. The finish is sweet though rather short, with gently drying notes of sweet hazelnut and nougat and a hint of rich aromatic wood.",0,1,0,0,0,0
Kenya Nyeri,94,1,0,0,0,0,0,0.7692307692307693,9.0,9.0,9.0,9.0,8.0,"Rich-toned, deeply aromatic. Black currant, toffee, narcissus, cedar, agave syrup in aroma and cup. Sweetly tart with bright, juicy acidity; syrupy-smooth mouthfeel. The finish consolidates to notes of black currant and toffee that carry far into the long.",0,0,0,0,1,0
